225,225,1.321912578249117
225,226,1.3334481022296456
225,227,1.342058744344875
225,228,1.3504993006561543
225,229,1.3551328413136374
225,230,1.3559253319668456
225,231,1.3559253319667839
226,225,1.320786010836677
226,226,1.3298823103766315
226,227,1.3416051239029334
226,228,1.3503142525570444
226,229,1.3588814564151217
226,230,1.3635503912626123
226,231,1.364322816809791
227,225,1.3237444863513472
227,226,1.3286747882039176
227,227,1.337939721449287
227,228,1.3498526098961665
227,229,1.3586608251984877
227,230,1.367356322324277
227,231,1.3738573934127631
228,225,1.3267542318484198
228,226,1.3305264894601838
228,227,1.3364260730612245
228,228,1.3460851544166728
228,229,1.35819091558684
228,230,1.3670988318420776
228,231,1.375924283591822
229,225,1.3290536909009136
229,226,1.332235873821025
229,227,1.3364470804837854
229,228,1.3431940896774996
229,229,1.355483346129364
229,230,1.3633565990027248
229,231,1.3750362054454188
230,225,1.3312720142366714
230,226,1.3341549544285431
230,227,1.3378168367138625
230,228,1.342475929780775
230,229,1.349082619105121
230,230,1.3568051047355096
230,231,1.3631092303126857
231,225,1.3332915281937439
231,226,1.3360009611366062
231,227,1.3393482190710415
231,228,1.3434991977540016
231,229,1.3486152390766175
231,230,1.3550825138746483
231,231,1.3568051047224727
