1,1,0.598278094
1,2,0.598278094
1,3,0.598536961
1,4,0.59880204
1,5,0.599073472
1,6,0.599351403
1,7,0.599635982
1,8,0.599927359
1,9,0.60022569
1,10,0.600531133
1,11,0.600843852
1,12,0.601164012
1,13,0.601491783
1,14,0.60182734
1,15,0.60217086
1,16,0.602522525
1,17,0.602882522
1,18,0.603251042
1,19,0.60362828
1,20,0.604014437
1,21,0.604409716
1,22,0.604814327
1,23,0.605228485
1,24,0.605652411
1,25,0.606086328
1,26,0.606530467
1,27,0.606985065
1,28,0.607450363
1,29,0.607926609
1,30,0.608414057
1,31,0.608912967
1,32,0.609423605
1,33,0.609946245
1,34,0.610481166
1,35,0.611028656
1,36,0.611589008
1,37,0.612162525
1,38,0.612749516
1,39,0.613350298
1,40,0.613965196
1,41,0.614594545
1,42,0.615238686
1,43,0.615897972
1,44,0.616572763
1,45,0.617263428
1,46,0.617970349
1,47,0.618693914
1,48,0.619434525
1,49,0.620192593
1,50,0.620968541
1,51,0.621762802
1,52,0.622575822
1,53,0.62340806
1,54,0.624259987
1,55,0.625132087
1,56,0.626024857
1,57,0.62693881
1,58,0.627874472
1,59,0.628832384
1,60,0.629813104
1,61,0.630817206
1,62,0.631845279
1,63,0.632897931
1,64,0.633975787
1,65,0.635079493
1,66,0.636209712
1,67,0.637367128
1,68,0.638552445
1,69,0.639766391
1,70,0.641009714
1,71,0.642283187
1,72,0.643587607
1,73,0.644923796
1,74,0.646292602
1,75,0.647694902
1,76,0.649131599
1,77,0.650603628
1,78,0.652111954
1,79,0.653657573
1,80,0.655241516
1,81,0.656864849
1,82,0.658528674
1,83,0.660234131
1,84,0.661982399
1,85,0.663774699
1,86,0.665612296
1,87,1.939397395
1,88,0.669428666
1,89,1.951211973
1,90,0.673442564
1,91,1.961547536
1,92,1.966255217
1,93,1.970695607
1,94,1.974893224
1,95,0.684421732
1,96,0.686792882
1,97,0.68922673
1,98,1.989856679
1,99,1.993242081
1,100,0.696924556
1,101,1.999544883
1,102,0.702408229
1,103,2.005297299
1,104,0.708195144
1,105,0.711208659
1,106,0.714305812
1,107,2.015431547
1,108,2.017720572
1,109,2.010736749
1,110,2.022045174
1,111,2.024090341
1,112,0.734813781
1,113,2.027967632
1,114,2.029807299
1,115,0.74645858
1,116,0.750571946
1,117,2.034970109
1,118,2.036582033
1,119,0.763670133
1,120,2.039720223
1,121,0.77308401
1,122,0.778011836
1,123,0.783094861
1,124,0.788339431
1,125,2.046854751
1,126,2.04815937
1,127,2.015563779
1,128,2.050660314
1,129,2.051859684
1,130,0.823600755
1,131,1.960122151
1,132,0.830506032
1,133,0.830801261
1,134,1.974019511
1,135,2.058423774
1,136,2.059423181
1,137,2.060398279
1,138,2.061349971
1,139,2.062279119
1,140,2.063186543
1,141,2.064073022
1,142,0.83785681
1,143,2.065786086
1,144,0.840529146
1,145,0.842021819
1,146,0.843620593
1,147,2.068991382
1,148,0.847142416
1,149,0.849068749
1,150,2.071220953
1,151,2.071933775
1,152,1.994724767
1,153,2.073316742
1,154,0.860431844
1,155,0.863066451
1,156,2.075347042
1,157,2.075998271
1,158,2.076637058
1,159,2.077147735
1,160,1.999824639
1,161,2.076554629
1,162,2.076771443
1,163,2.075981418
1,164,0.892860382
1,165,0.896914174
1,166,2.075138439
1,167,0.905521277
1,168,2.074607789
1,169,2.074351271
1,170,2.074100378
1,171,2.073854937
1,172,2.073614777
1,173,2.0070333
1,174,2.081233024
1,175,2.067766541
1,176,2.054669865
1,177,2.062912434
1,178,2.072276094
1,179,2.072068703
1,180,0.981120155
1,181,2.071666234
1,182,2.071470922
1,183,2.071279408
1,184,2.071091584
1,185,2.070907348
1,186,2.071014993
1,187,2.070549236
1,188,2.070375172
1,189,1.061484962
1,190,1.072443334
1,191,1.083900216
1,192,2.069710114
1,193,1.108445949
1,194,2.071645819
1,195,2.070472092
1,196,2.069091087
1,197,2.068942963
1,198,2.068797355
1,199,2.068654197
1,200,2.068513428
1,201,2.068374985
1,202,2.068238811
1,203,2.068104848
1,204,2.06797304
1,205,2.067843334
1,206,2.067715678
1,207,2.067590021
1,208,2.067466314
1,209,2.06734451
1,210,2.067222753
1,211,2.06710036
1,212,2.066979847
1,213,2.066861169
1,214,2.066744282
1,215,2.066629143
1,216,2.066515709
1,217,2.066403919
1,218,2.066292676
1,219,2.066183037
1,220,2.066074965
1,221,2.065968424
1,222,2.065863379
1,223,2.065759795
1,224,2.065657638
1,225,2.065556877
1,226,2.06545748
1,227,2.065359417
1,228,2.065262657
1,229,2.065167172
1,230,2.065072933
1,231,2.064979914
1,232,2.064888086
1,233,2.065111334
1,234,2.065805753
1,235,2.067050875
1,236,2.068920498
1,237,2.071481001
1,238,2.074759535
1,239,2.077185856
1,2,0.598278094
1,3,0.598536961
1,4,0.59880204
1,5,0.599073472
1,6,0.599351403
1,7,0.599635982
1,8,0.599927359
1,9,0.60022569
1,10,0.600531133
1,11,0.600843852
1,12,0.601164012
1,13,0.601491783
1,14,0.60182734
1,15,0.60217086
1,16,0.602522525
1,17,0.602882522
1,18,0.603251042
1,19,0.60362828
1,20,0.604014437
1,21,0.604409716
1,22,0.604814327
1,23,0.605228485
1,24,0.605652411
1,25,0.606086328
1,26,0.606530467
1,27,0.606985065
1,28,0.607450363
1,29,0.607926609
1,30,0.608414057
1,31,0.608912967
1,32,0.609423605
1,33,0.609946245
1,34,0.610481166
